,Job title,Company name,Job description,Job location,Salary,Job type,Category,Salary type,Average annual salary,Average hourly salary
503,BOARD CERTIFIED BEHAVIOR ANALYST (BCBA) -School based,St Mary's Healthcare System for Children,"Establishes effective data collection and graphing systems, analyzes data, and trains staff in methods of data collection and analysis.","Sea Cliff, NY",65 - 90 an hour,Full-time,analyst,hour,,77.5
504,Regulatory Reporting Business Analyst,"CGI Group, Inc.",Understanding of trade/transaction data warehousing and reference data sourcing.CGI is seeking to hire a Business Analyst with 4 to 5 years' experience in…,"Jersey City, NJ",Estimated 83000 - 105000 a year,Full-time,business analyst,year,94000.0,
505,Business Implementation Analyst II,Barclays,"5 years of experience in the job offered or a related occupation.Design and execute manual testing, including exploratory testing, ensuring traceability of…","Whippany, NJ 07981",Estimated 91400 - 116000 a year,,analyst,year,103700.0,
506,Behavior Analyst (FT),Kaleidoscope ABA,"Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.Pay: $78,000 to $91,000.","Middlesex, NJ",78000 - 91000 a year,Full-time,analyst,year,84500.0,
507,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.Why join the Suburban Propane team?","Whippany, NJ 07981",,,analyst,,,
508,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,"Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.Pay: $78,000 to $91,000.","Union, NJ",78000 - 91000 a year,Full-time,analyst,year,84500.0,
509,"Korean Bilingual Business Analyst / Ridgefield Park, NJ / Logistics / SN764756",BTI Solutions,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ",Estimated 56500 - 71500 a year,,business analyst,year,64000.0,
510,Configuration Analyst,Independent Living Systems,Proven ability to analyze data and summarize in an organized and professional manner effectively and efficiently.Participate in ad-hoc projects as necessary.,"Islandia, NY 11749",NaN,Temporary,analyst,,,
511,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",Estimated 118000 - 150000 a year,Part-time,analyst,year,134000.0,
512,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",Estimated 116000 - 147000 a year,,,year,131500.0,
513,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",Estimated 117000 - 148000 a year,Contract,analyst,year,132500.0,
514,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",Estimated 67700 - 85700 a year,Full-time,analyst,year,76700.0,
515,Board Certified Behavior Analyst NJ,Master It Behavior Therapy,Analyze data and implement data-driven program changes.Conduct assessments and design treatment plans; review and update on a regular basis.$80 per an hour.,"New Jersey, NJ",77 - 81 an hour,Part-time,analyst,hour,,79.0
516,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",,Full-time,analyst,,,
517,Senior Finance Business Analyst,Bellwether Staffing Solutions,Experienced business analyst with at least 3-7 years’ experience.The ideal candidate must have supported Finance in prior positions and will be able to…,"Hybrid remote in White Plains, NY 10604",105000 - 120000 a year,Full-time,business analyst,year,112500.0,
518,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,"Duration & Type: 12 months Contract with a major pharmaceutical industry client.Location: Summit, New Jersey (This can be a remote role but the candidate…","Summit, NJ",Estimated 117000 - 148000 a year,Contract,analyst,year,132500.0,
519,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",NaN,Full-time,business analyst,,,
520,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.Why join the Suburban Propane team?","Whippany, NJ 07981",NaN,,analyst,,,
521,"Data Analytics Lead Analyst, VP",Citi,Contributes to data analytics standards around which others will operate.6-10 years experience usisng codes for statistical modeling of large data sets.,,137610 - 206420 a year,Full-time,analyst,year,172015.0,
522,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",NaN,Full-time,analyst,,,
523,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",NaN,Part-time,analyst,,,
524,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",NaN,Full-time,analyst,,,
525,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",NaN,,,,,
526,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,"Duration & Type: 12 months Contract with a major pharmaceutical industry client.Location: Summit, New Jersey (This can be a remote role but the candidate…","Summit, NJ",NaN,Contract,analyst,,,
527,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.Why join the Suburban Propane team?","Whippany, NJ 07981",NaN,Full-time,analyst,,,
528,"Senior Associate, Data Governance - Ontology and Data Modeling",Capital One,Contribute to data integration and mapping efforts to harmonize data with Capital One's upper and domain ontologies.Familiarity with Python or R.,"Hybrid remote in New York, NY 10012",NaN,Full-time,,,,
529,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",NaN,Full-time,engineer,,,
530,"Business Analyst, Member Retention",VNS Health,Minimum 3 years’ experience in Health Care industry; experience in data analytic required.Articulates business issues and designs data collection methodologies…,"Manhattan, NY",60200 - 72000 a year,Full-time,business analyst,year,66100.0,
531,Sr. Product Operations Engineer,ZT Systems,"2+ years of relevant experience in data analysis and or project management preferred.The Senior Product Operations Engineer role is a key player, along with…","Secaucus, NJ",,Full-time,engineer,,,
532,Board Certified Behavior Analyst (BCBA) - Monmouth County,The Family Resource Network,"_Collect, graph, and analyze data_.BCBA’s will work with children aged 3-21 diagnosed with autism spectrum disorder and/or other intellectual or developmental…","Manasquan, NJ 08736",,Part-time,analyst,,,
533,SAP BODS Business Objects Developer,Zettalogix,"Minimum two years delivering complex data management engagements including all phases of the project life cycle from scoping and planning, requirements…","Iselin, NJ 08830",,,,,,
534,Program Data Support Analyst,Goodwin Recruiting,Load monthly reports to data processing tools and running models to obtain aggregated data sets.Support data mapping and implementation efforts for new…,"Warren, NJ",100000 - 150000 a year,,analyst,year,125000.0,
535,"Data Analytics Lead Analyst, VP",Citi,Contributes to data analytics standards around which others will operate.6-10 years experience usisng codes for statistical modeling of large data sets.,"New York, NY 10012 (Greenwich Village area)",137610 - 206420 a year,Full-time,analyst,year,172015.0,
536,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",,Full-time,analyst,,,
537,Sr. Data Analyst - Vault,Cognizant Technology Solutions,Quality Check of loaded data.If you are a seasoned data professional with a passion for utilizing data to inform business strategies and maintain regulatory…,"Summit, NJ 07901",Estimated 93300 - 118000 a year,Full-time,data analyst,year,105650.0,
538,Business Professional - Sales Representative 3(Sales Analyst),Latitude 36 Inc,Bachelor's Degree with 2-5 years of directly related experience is required.Position: Business Professional - Sales Representative 3(Sales Analyst)*.,"Ridgefield Park, NJ 07660",Estimated 57300 - 72500 a year,Full-time,sales analyst,year,64900.0,
539,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",,,analyst,,,
540,Senior Traffic Analyst,County of Monmouth,"Three (3) years of experience in engineering, drafting, or traffic control work or in responsible traffic investigation work from the point of view of traffic…","Freehold, NJ 07728",,,analyst,,,
541,Product Owner/Business Analyst,plaxonic,"Works with the scrum master and the digital data team daily, maintaining team health.Owns the Why, What and When of the product: responsible for the product…","Jersey City, NJ",,,business analyst,,,
542,Technical Lead / Lead Business Functional Analyst,InfoQuest Consulting Group Inc.,Duration & Type: 12 months Contract with a major pharmaceutical industry client.It is integrated with SAP via Mulesoft APIs and is deployed into an Azure…,"Summit, NJ",NaN,Contract,analyst,,,
543,Technical Lead / Lead Business Functional Analyst,,,,,,analyst,,,
544,Pricing Data Analyst,Joule,"Job Title: Pricing Data Analyst Location: Bridgewater, NJ Hours/Schedule: Shift Flexible: 24 hours /week: Part-time Hybrid Either 3 days/week - 8 hours a day Or…","Bridgewater, NJ 08807",25 an hour,Contract,data analyst,hour,,25.0
545,Sr. Business Analyst,Everest Consulting Group,"Senior Business Analyst(s) (full-time, 5 positions) needed in Edison, NJ and various unanticipated locations throughout the US to design and analyze business…","Edison, NJ 08820",,Full-time,business analyst,,,
546,Bilingual Korean Business Analyst,Geopaq Logic,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ 07660",,Full-time,business analyst,,,
547,Board Certified Behavior Analyst (BCBA),,,,,,analyst,,,
548,Sr. Product Operations Engineer,,,,,,engineer,,,
549,Program Data Support Analyst,Goodwin Recruiting,Load monthly reports to data processing tools and running models to obtain aggregated data sets.Support data mapping and implementation efforts for new…,,100000 - 150000 a year,,analyst,year,125000.0,
550,Program Data Support Analyst,Goodwin Recruiting,Load monthly reports to data processing tools and running models to obtain aggregated data sets.Support data mapping and implementation efforts for new…,,100000 - 150000 a year,,analyst,year,125000.0,
551,Board Certified Behavioral Analyst,,,,,,analyst,,,
552,Business Implementation Analyst II,Barclays,"5 years of experience in the job offered or a related occupation.Design and execute manual testing, including exploratory testing, ensuring traceability of…","Whippany, NJ 07981",,,analyst,,,
