,Job title,Company name,Job description,Job location,Salary,Job type
134,Senior Music Royalty Analyst,Gelfand Rennert & Feldman,Analyze data to find underpayments of royalties and create claim schedules.Assist managers in drafting examination reports and training of analysts with…,"Hybrid remote in Manhattan, NY 10010","$67,038 - $78,042 a year",Full-time
135,Business Analyst I - Underwriting,Horizon Blue Cross Blue Shield of New Jersey,May recommend solutions based on data analysis to increase business efficiency.Review and follow-up on data reporting for internal and external sources;…,"Newark, NJ 07105 (Ironbound area)","$53,500 - $71,610 a year",Full-time
136,Senior Data Analyst,Combined Insurance,"Analyze and test relational databases and investigate any data load failures or data retrieval issues.By joining Chubb as a Senior Data Analyst, you will…","Whitehouse Station, NJ",Estimated $67.9K - $85.9K a year,Full-time
137,HRIS Analyst,Sight Growth Partners,Maintains Payroll and People services systems data.3 years Human Resources experience; healthcare industry experience preferred.,"Hybrid remote in Hauppauge, NY 11788","$70,000 - $75,000 a year",Full-time
138,"Sr. Analyst, Website Analytics",Razorfish,"Partner with internal cross-functional teams to develop, evolve, and interpret new ways of looking at and analyzing data.","New York, NY 10014 (SoHo area)","$84,500 - $116,000 a year",Full-time
139,Senior Data Analyst - Laser Measurement Data,Softinc,Track Geometry Cars' data: 8 years (Required).Be familiar with data being collected by *Track Geometry cars to measured platform gauge and platform height…,"New York, NY 11201 (DUMBO area)",Estimated $85.9K - $109K a year,Contract
140,Business Analyst Data Business Partner,Barclays,"Defining data models based on metadata requirements, ensuring that data change is strategic, efficient and maintains integrity.","Hybrid remote in Whippany, NJ 07981",Estimated $104K - $132K a year,NaN
141,Senior Budget Analyst,NYC Careers,"Obtain, track, record, and analyze data.Education and/or experience which is equivalent to ""1"" or ""2"" above.Education and/or experience which is equivalent to…","Brooklyn, NY 11201","$80,000 a year",Full-time
142,Data Quality Analyst,Jewish Family Service of Metrowest,"Knowledgeable and experienced in data analysis such as data quality, reference data, etc.Monitor, implement, and update forms and data entry as part of a…","Florham Park, NJ 07932","$65,000 - $70,000 a year",NaN
143,"Graduate Specialist Technology, Analytics & Research (STAR) Analyst (Available 2024)",Arup,"Familiarity with interpretation and quantitative analysis of weather and climate data, including an understanding of climate science, climate change models, and…","New York, NY","$74,000 - $81,000 a year",NaN
144,Reporting and Business Intelligence Lead,Centers Plan for Healthy Living,"Knowledge of SQL, data structures or a programming language.Well-developed problem solving and analytical skills with a focus on data aggregation.","Staten Island, NY 10304","$70,000 - $85,000 a year",Full-time
145,Talent Acquisition Data Analyst,RWJBarnabas Health,"Minimum of 3 years of experience capturing, analyzing and interpreting talent acquisition data.Conducts regular or ad hoc audits in the Applicant Tracking…","Oceanport, NJ 07757",Pay information not provided,Full-time
146,Financial Analyst,Ipsos,1 – 3 years’ experience in corporate finance/FP&A.Data savvy with a strong attention to detail and accuracy.This could not be fulfilled without Ipsos’ diverse…,"New York, NY","$63,000 - $72,000 a year",NaN
147,SENIOR BUSINESS ANALYST (CLT/REMOTE),E15 Group,"Present data products and new features to stakeholders, and receive feedback on changes.Documenting data which is currently produced by clients, including…","Remote in Melville, NY 11747","$110,000 - $120,000 a year",Full-time
148,Junior Business Analyst,Kiss Products,"Strong data analysis skills - ability to identify, analyze and integrate various large complex data sources (Internal and external data providers) into a…","Port Washington, NY",$21.50 - $39.75 an hour,Full-time
149,Scientist/LIMS Data Analyst,Bristol Myers Squibb,"Review of data entry, run queries, compile summaries for tests and data in PDLIMS.Any data processed in connection with role applications will be treated in…","New Brunswick, NJ 08901",Pay information not provided,NaN
150,Data Management Analyst (BI),"Rising Ground, Inc","Advanced knowledge and experience with data modeling, database design, data architecture and data analysis.Analyzing and resolving cross-functional data issues…","Brooklyn, NY 11201","$65,000 - $70,000 a year",Full-time
151,Revenue Operations Business Analyst,Hibob,"Communicate insights effectively to stakeholders using data visualization tools.Ability to document data models, business processes and visual workflows.","Hybrid remote in New York, NY","$100,000 - $120,000 a year",NaN
152,"Principal, Data Analyst",Walmart,"Option 3: 6 years' experience in data analysis, data science, statistics, or related field.7-10 years data analytics background with market research data.","Hoboken, NJ 07030","$108,000 - $216,000 a year",Full-time
153,Analyst -DOHMH,NYC Careers,Analyze data and other indicators to assess individual programs within the agencies.OMB's staff of analysts and experts assembles and oversees the Mayor’s…,"Manhattan, NY 10007 (Financial District area)","$51,550 - $73,806 a year",Full-time
154,Business Data Analyst (CCAR),Genpact,"Identifying conceptual business rules for detecting data inconsistencies and monitoring data quality.Documenting the source-to-target flow of data, including…","Remote in New York, NY","$52,347 - $123,672 a year",Full-time
155,Analyst - Labor Contracts Analysis,NYC Careers,Ability to use advanced Excel formulas and to analyze large data sets.The Labor Contract Analysis Task Force gathers research and analyzes data for use by City…,"Manhattan, NY 10007 (Financial District area)","$51,550 - $73,806 a year",Full-time
156,IT Analyst II - Solutions Development (ON SITE),NYU Langone,"NYU Langone Health is a world-class, patient-centered, integrated academic medical center, known for its excellence in clinical care, research, and education.","New York, NY","$61,476 - $79,761 a year",Full-time
157,Associate - Data Analysis and Special Projects,New York Life Insurance Co,Convert participant-level census data into a consistent format for use in pricing models.The primary responsibilities of the Associate will consist of setting…,"Hybrid remote in Jersey City, NJ","$58,500 - $77,500 a year",NaN
158,Business Analyst || NYC ONSITE || Contract Role,Valsatech Corp,"This is regarding to a position of a Business Analyst.Client is New York City Dept. of Social Services*.Interview Will be between October 19, 2023 to November…","Bronx, NY 10474 (Hunts Point area)",$60 - $65 an hour,Full-time+1
159,Business Analyst,Intone Networks,The selected candidate will work closely with the product owner to: • Prioritize & manage product backlog • Understand customer/user needs to define clear…,"Brooklyn, NY 11249 (Chelsea area)",$55 an hour,Contract
160,Data Analyst,William Paterson University of New Jersey,Knowledge of data visualization techniques.Experience with data governance a plus.Responds to internal data requests from campus stakeholders.,"Remote in Wayne, NJ 07470",Estimated $68.3K - $86.5K a year,Full-time
161,Senior Portfolio Analyst,Community Preservation Corporation,Superior analytical skills and the ability to manipulate large data sets.Collaborate with other departments and stakeholders to continually enhance data…,"Hybrid remote in New York, NY 10016","$85,000 - $105,000 a year",NaN
162,Digital Technology Services (DTS) Lead Data Analyst,Hackensack Meridian Health,Translate data needs of the business and work with data engineers or architects to build processes and tools that help automate effective data delivery and…,"Edison, NJ 08837",Pay information not provided,Full-time
163,Business Analyst,NMG Technology Services,Analyze customer feedback and data to identify important issues that need to be addressed.Excellent verbal and written communication skills and great attention…,"Hybrid remote in Brooklyn, NY 11201",$33.76 - $40.66 an hour,Contract
164,"Graphic Designer, Data Visualization",Insider Intelligence,"Proficiency in data visualization tools such as Datawrapper, Flourish or Tableau.Experience at a consultancy or digital publisher, designing and building data…","Remote in New York, NY","$70,000 - $85,000 a year",NaN
165,Business Technical Analyst (Data),eTeam Inc.,Experience or demonstrated interest in handling large data sets.Steps include gathering and vetting business requirements (speaking with stakeholders to…,"Jersey City, NJ",$65 - $70 an hour,Contract
166,Senior Data Analyst,Columbia University,Experience with quantitative data management and analysis.The successful candidate will join this diverse multi-disciplinary team and function as a dry lab…,"New York, NY","$90,000 - $110,000 a year",Full-time
